cell_id,element,value,source_doc,source_section,quote,local_file,accession,date_pulled,extracted_by,verified_by,status
1.11,Track record & manager tenure,"Fund organized as Delaware statutory trust 6/21/2016; commenced operations 1/26/2017 (Class A inception 1/26/2017; Class I 7/12/2017) — ~8.9-year track record at FYE 2025. Total managed assets ~$7.8B and net assets $5,160,261K at 12/31/2025; Class I net assets grew $1,339,092K (2021) -> $1,819,625K (2022) -> $2,432,547K (2023) -> $3,378,787K (2024) -> $4,144,746K (2025). PMs: Mitch Goldstein (since inception), Greg Margolies (since inception), Michael Smith (PM since January 2024); allocation committee of 13 additional members averaging ~25 years experience.","N-CSR filed 2026-03-06, CIK 1678124",Note 1 Organization; Report of Independent Registered Public Accounting Firm; Item 13 Portfolio Managers; Letter to Shareholders,"the period from January 26, 2017 (commencement of operations) to October 31, 2017 ... The Fund was organized as a Delaware statutory trust on June 21, 2016.",,0001104659-26-024607,2026-08-25,Claude Code (2026-08-25),,extracted-unverified
2.1,Management fee (rate AND base),"Management Fee: 1.25% per annum of the average daily value of the Fund's MANAGED ASSETS (leverage-inclusive base), calculated and payable monthly. 'Managed Assets' = total assets (including assets attributable to Preferred Shares or indebtedness) minus liabilities OTHER THAN liabilities relating to indebtedness. FEE-BASE TRAP CONFIRMED: at FY2025 actual leverage (borrowings averaging 50.63% of net assets), the prospectus restates the fee as 1.89% of net assets. FY2025 management fee incurred: $89,758K.","486BPOS filed 2026-04-29 and N-CSR filed 2026-03-06, CIK 1678124",Prospectus Summary (Management and Incentive Fees) and Summary of Fees and Expenses footnote 4; N-CSR Note 3,“Managed Assets” means the total assets of the Fund (including any assets attributable to any Preferred Shares or to indebtedness) minus the Fund’s liabilities other than liabilities relating to indebtedness.,,"multiple (2), data/citations/cion_ares.json",2026-08-25,Claude Code (2026-08-25),,extracted-unverified
2.2,Incentive fee terms,"Incentive fee on income only: 15% of each share class's 'pre-incentive fee net investment income' (interest + dividend + other income minus class operating expenses incl. management fee, administration reimbursements and preferred interest/distributions, but excluding the incentive fee), calculated and payable quarterly in arrears. Hurdle: 1.50% per quarter (6.00% annualized) on the class's average daily net asset value, with full 'catch-up' achieved at 1.765% quarterly. No capital-gains incentive fee is described. FY2025 incentive fee incurred: $66,003K — 1.39% of average net assets per the prospectus fee table.","N-CSR filed 2026-03-06 (Note 3) and 486BPOS filed 2026-04-29 (fee table fn. 5), CIK 1678124",Note 3 Investment Advisory and Other Agreements,"subject to a hurdle rate, expressed as a rate of return on each share class's ""average daily net asset value,"" equal to 1.50% per quarter (or an annualized hurdle rate of 6.00%), subject to a ""catch-up"" feature.",,"multiple (2), data/citations/cion_ares.json",2026-08-25,Claude Code (2026-08-25),,extracted-unverified
2.3,Total expense ratio & waivers,"Prospectus fee table (as % of average net assets, assuming FY2025 actual average leverage of 50.63% of net assets) — Total annual fund expenses: Class A 7.10%, C 7.74%, I 6.90%, L 7.33%, U 7.54%, U-2 7.54%, W 7.32% (components: management 1.89%, incentive 1.39%, interest 3.14%, plus class-level servicing/distribution/other). N-CSR Class I actuals: 6.90% incl. interest expense, 3.76% excl. interest expense. Waivers: no contractual expense cap; a DISCRETIONARY Expense Support and Conditional Reimbursement Agreement (expires 7/31/2026 unless renewed; 3-year conditional recoupment); no expense support was paid and no reimbursement incurred in FY2025. [Class C interest component is 3.13% (all other classes 3.14%).]","486BPOS filed 2026-04-29 (Summary of Fees and Expenses, all classes) and N-CSR filed 2026-03-06 (Note 3; Financial Highlights), CIK 1678124",Summary of Fees and Expenses; Note 3 (Expense Support Agreement),"Under the Expense Support Agreement, the Adviser may at its discretion, through the period ending July 31, 2026, reimburse the Fund's or any class's operating expenses ... For the year ended December 31, 2025, the Adviser did not provide any expense support",,"multiple (2), data/citations/cion_ares.json",2026-08-25,Claude Code (2026-08-25),,extracted-unverified
2.4,AFFE,"No 'Acquired Fund Fees and Expenses' line appears in any class's prospectus fee table (components are management, incentive, interest, servicing/distribution and remaining other expenses only); the Fund invests directly in credit instruments (>=80% policy) rather than through underlying funds, so no AFFE layer is disclosed. CLO debt/equity positions ($752,414K) carry embedded structure economics that are not broken out as AFFE. QUALIFIER (verification): the principal strategy is direct credit instruments (>=80% of Managed Assets), but the prospectus's 'Other Investment Strategies' expressly permits investing in other investment companies incl. ETFs; the verified fact is that NO Acquired Fund Fees and Expenses line appears in any class's fee table.","486BPOS filed 2026-04-29, CIK 1678124",Summary of Fees and Expenses,Management fee(4) 1.89% ... Incentive fee(5) 1.39% ... Interest payments on borrowed funds(6) 3.14% ... Total annual fund expenses 7.10%,,0001104659-26-051754,2026-08-25,Claude Code (2026-08-25),,n/a - documented-unavailable
2.5,Underlying GP economics,"No underlying GP/fund-of-funds economics: the Fund originates/holds credit instruments directly (>=80% of Managed Assets policy in directly originated loans, syndicated loans, bonds, ABS, CRE loans and other credit instruments). The only second-layer manager economics disclosed is the Sub-Adviser's share of the top-level fees: the Adviser pays Ares Capital Management II LLC 40% of the Management Fee and Incentive Fee actually received and retained. QUALIFIER (verification): stated precisely - no underlying GP/fund-of-funds economics are DISCLOSED in the filings (only second-layer manager economics disclosed is the Sub-Adviser's 40% fee share); the prospectus permits secondary investments in other investment companies/ETFs for which no fee-layering disclosure appears.","486BPOS filed 2026-04-29 and N-CSR filed 2026-03-06 (Note 3), CIK 1678124",Principal Investment Strategies; Note 3,the Adviser pays the Sub-Adviser 40% of the Management Fee and Incentive Fee actually received and retained and not otherwise used to support expenses.,,"multiple (2), data/citations/cion_ares.json",2026-08-25,Claude Code (2026-08-25),,n/a - documented-unavailable
2.6,Loads & servicing fees,"Maximum sales loads: Class A 5.75% (up to 5.00% commission + up to 0.75% dealer manager fee), L 4.25%, W 3.00%, U-2 2.50%; C, I, U none. CDSC: Class C 1.00% of original purchase price if repurchased within 365 days (waivable for death/disability; DRP shares exempt); all other classes none. Shareholder servicing fee (up to 0.25%/yr of class average net assets): A, C, L, U-2. Distribution fee (annual, on class average daily net assets): C 0.75%, U 0.75%, W 0.50%, U-2 0.50%, L 0.25%; A and I none.","486BPOS filed 2026-04-29 (fee tables and Plan of Distribution) and N-CSR filed 2026-03-06 (Note 3 Distribution Plan), CIK 1678124",Summary of Fees and Expenses (all classes); Note 3 Shareholder Service Expenses / Distribution Plan,"the Fund pays the Distributor a distribution fee at an annual rate of 0.75% of average daily net assets attributable to Class C Shares, 0.25% ... Class L Shares, 0.50% ... Class W Shares and Class U-2 Shares, and 0.75% ... Class U Shares.",,"multiple (2), data/citations/cion_ares.json",2026-08-25,Claude Code (2026-08-25),,extracted-unverified
2.7,Early repurchase fee,No early repurchase fee: the Fund expressly charges no repurchase fee on interval repurchases. The only early-exit charge is the Class C contingent deferred sales charge of 1.00% of original purchase price on shares held less than 365 days (DRP shares exempt; waivable for death or disability).,"N-23C3A filed 2026-06-05, CIK 1678124","Repurchase Offer, items 5 and 10",The Fund will not charge a repurchase fee.,,0001104659-26-070762,2026-08-25,Claude Code (2026-08-25),,extracted-unverified
2.8,CIT fee schedule,No CIT vehicle exists — none of the three filings contains any reference to a collective investment trust.,"N-CSR 2026-03-06, 486BPOS 2026-04-29, N-23C3A 2026-06-05 (full-text search), CIK 1678124",—,,,"multiple (3), data/citations/cion_ares.json",2026-08-25,Claude Code (2026-08-25),,n/a - documented-unavailable
2.9,Fee peer percentile,"Cohort placement (private credit cohort): mgmt fee: 50th percentile of cohort (n=5), at the median of 1.25 | expense ratio (bases differ, see notes): 50th percentile of cohort (n=5), at the median of 3.76 | repurchase cap: 50th percentile of cohort (n=5), at the median of 5. Statistics and per-member values are in the cohort artifact, membership rationales in the typed facts.",cohort artifact (private credit cohort),statistics (mid-rank percentile phrasing),,,,2026-09-04,Tark computed-cells writer (as-of 2026-09-04),,computed
2.10,Value justification,"No fee-vs-value (15(c)-style) discussion exists in these filings: N-CSR Item 11 (Statement Regarding Basis for Approval of Investment Advisory Contract) is marked 'Not applicable.' The only value framing is qualitative marketing language (relative-value allocation across the Ares platform, 81% direct origination, 9.19% current yield). Fee-for-value assessment must be built downstream.","N-CSR filed 2026-03-06, CIK 1678124",Form N-CSR Item 11; Letter to Shareholders,Item 11.  Statement Regarding Basis for Approval of Investment Advisory Contract. Not applicable.,,0001104659-26-024607,2026-08-25,Claude Code (2026-08-25),,partial
3.1,Wrapper liquidity terms,"Interval fund under Rule 23c-3: continuous daily offering at NAV (plus loads where applicable); NO daily redemption. Liquidity is limited to quarterly repurchase offers of between 5% and 25% of outstanding shares at NAV (a fundamental policy changeable only by majority shareholder vote); in practice the Fund expects to offer only the 5% minimum each quarter. Quarterly repurchases occur in March, June, September and December. Shares unlisted; no secondary market expected; 'suitable only for long-term investors.'","486BPOS filed 2026-04-29, CIK 1678124",Prospectus Summary — Share Repurchase Program,"makes quarterly offers to repurchase between 5% and 25% of its outstanding Shares at NAV, pursuant to Rule 23c-3 under the 1940 Act ... it is expected the Fund will offer to repurchase only the minimum amount of 5% of its outstanding Shares.",,0001104659-26-051754,2026-08-25,Claude Code (2026-08-25),,extracted-unverified
3.2,Repurchase mechanics,"Mechanics: Board sets Repurchase Offer Amount (5%-25% floor/cap); notice sent 21-42 days before Repurchase Request Deadline; NAV pricing no later than the 14th calendar day after the deadline (in the June 2026 offer, pricing date = deadline, July 9, 2026, period June 5-July 9); payment expected 1-3 business days and no later than 7 calendar days after pricing date. Oversubscription: Fund MAY (not must) buy up to an additional 2% of outstanding shares; beyond that, pro rata allocation, with an odd-lot exception for holders of <100 shares tendering all. Withdrawal/modification allowed until the deadline. Suspension only by Board majority (incl. majority of independent trustees) in four enumerated circumstances.","486BPOS filed 2026-04-29 (Share Repurchase Program) and N-23C3A filed 2026-06-05, CIK 1678124",Share Repurchase Program — Determination of Repurchase Offer Amount; Repurchase Amounts and Payment of Proceeds; N-23C3A items 3-8,"the Fund may, but is not required to, repurchase an additional amount of Shares not to exceed 2.00% of the outstanding Shares of the Fund on the Repurchase Request Deadline ... the Fund will repurchase the Shares on a pro rata basis.",,"multiple (2), data/citations/cion_ares.json",2026-08-25,Claude Code (2026-08-25),,extracted-unverified
3.3,Repurchase history,"FY2025 repurchase history — all four quarterly offers at the 5.00% minimum, and ALL UNDERSUBSCRIBED (no proration, no gates): Q4-2024 deadline repurchased 1/9/2025: 3,596K shares at $25.31 = $91,021K (2.09% of outstanding vs 8,595K offered); Q1-2025 on 4/10/2025: 5,064K at $24.75 = $125,329K (2.75%); Q2-2025 on 7/10/2025: 4,596K at $25.28 = $116,217K (2.37%); Q3-2025 on 10/9/2025: 5,819K at $25.34 = $147,465K (2.88%). Total FY2025: 19,075K shares, $480,032K. Repurchase offers have run every quarter since Q2 2017.","N-CSR filed 2026-03-06, CIK 1678124","Note 5 Common Shares — Repurchase Program (table of share repurchases completed during the year ended December 31, 2025)","Beginning in the second quarter of 2017, the Fund began offering, and currently intends to continue offering, the quarterly repurchase of shares in such amount as may be determined by the Board in accordance with the Fund's fundamental policy",,0001104659-26-024607,2026-08-25,Claude Code (2026-08-25),,extracted-unverified
3.4,Portfolio liquidity profile,"Portfolio is predominantly illiquid: Level 3 assets $6,014,288K = 78.8% of $7,636,217K investments; 81% directly originated private credit; holdings 'generally subject to legal and other restrictions on resale or otherwise are less liquid than publicly traded securities.' Liquid sleeve: Level 1+2 $1,621,929K (21.2%) in syndicated loans/bonds plus $188,883K cash. Unfunded commitments (delayed draws/revolvers) outstanding. Forced-sale realization risk explicitly disclosed.","N-CSR filed 2026-03-06, CIK 1678124",Note 4 Fair Value of Financial Instruments (level table); Note 2 Investment Transactions,"such investments are generally subject to legal and other restrictions on resale or otherwise are less liquid than publicly traded securities. If the Fund was required to liquidate a portfolio investment in a forced or liquidation sale, the Fund could realize significantly less",,0001104659-26-024607,2026-08-25,Claude Code (2026-08-25),,extracted-unverified
3.5,TDF/CIT liquidity sleeve,No CIT/TDF sleeve exists — no collective investment trust is referenced in any of the three filings.,"N-CSR 2026-03-06, 486BPOS 2026-04-29, N-23C3A 2026-06-05 (full-text search), CIK 1678124",—,,,"multiple (3), data/citations/cion_ares.json",2026-08-25,Claude Code (2026-08-25),,n/a - documented-unavailable
3.6,Fund leverage & facilities,"Leverage at 12/31/2025: debt $1,588,331K + MRPS liability $1,064,291K ($1,070,000K liquidation preference) vs net assets $5,160,261K; borrowings = 20.52% and preferred = 13.66% of Managed Assets. Limits: 1940 Act 300% asset coverage for debt; policy allows borrowing up to 33-1/3% of Managed Assets and preferred up to 50% of Managed Assets. Facilities: State Street revolver $300,000K capacity ($244,022K drawn, SOFR+1.25%, matures 7/31/2026); Wells revolver via CADEX Credit Financing LLC $1,800,000K capacity ($1,144,309K drawn, SOFR+1.90%, maturity 5/30/2030); BNP revolver via CADEX Liquid Financing LLC $400,000K capacity ($200,000K drawn, SOFR+1.60% in reinvestment period). MRPS Series A-L, fixed dividends 2.68%-7.23% (avg 4.95%), term redemptions 2026-2032, 225% asset-coverage redemption triggers; interest rate swaps vs Goldman Sachs International on Series H-L. [MRPS rate precision: 5.04% per annum weighted average stated dividend rate (N-CSR Note 7 footnote); the 4.95% figure is the 486BPOS fee-table aggregate average as of 12/31/2025.]","N-CSR filed 2026-03-06 (Notes 6-7) and 486BPOS filed 2026-04-29 (Use of Leverage; MRP Shares), CIK 1678124",Note 6 Debt; Note 7 Mandatory Redeemable Preferred Shares; prospectus Use of Leverage,"The Fund is permitted to borrow money in an amount up to 331/3% of its Managed Assets (50% of its net assets), issue Preferred Shares in an amount up to 50% of its Managed Assets (100% of its net assets)",,"multiple (2), data/citations/cion_ares.json",2026-08-25,Claude Code (2026-08-25),,extracted-unverified
3.7,Plan participant liquidity demand,Structural: filings disclose fund-side liquidity only; participant liquidity demand comes from plan recordkeeping data (modeled per plan in the liquidity engine from public 5500 inputs; see 3.8/3.9 artifacts).,data/liquidity/ (per-plan inputs),,,,,2026-08-25,Claude Code (2026-08-25),,n/a - plan-side workflow
3.8,Redemption stress test,"ILLUSTRATIVE redemption stress test (computed for all four reference plans): tail turnover x2, active turnover x1.5 vs base scenario, default sliders allocation 5% of plan, tail turnover 20%/yr, active turnover 5%/yr. Global management-consulting firm profit-sharing/401(k) plan (~$9.8B, NY): stressed demand 26.4% of the position vs 20% annual wrapper capacity, EXCEEDS annual wrapper capacity. Unmet demand rolls into later windows (gating-equivalent outcome). US industrial manufacturer 401(k) plan (~$0.8B, OH): stressed demand 12.3% of the position vs 20% annual wrapper capacity, within wrapper capacity (12.3% vs 20%) IF offers are not prorated. US casual-dining restaurant group 401(k) plan (~$1.6B, FL): stressed demand 16.7% of the position vs 20% annual wrapper capacity, within wrapper capacity (16.7% vs 20%) IF offers are not prorated. US media/technology company 401(k) plan (~$570M, New York): stressed demand 19.2% of the position vs 20% annual wrapper capacity, within wrapper capacity (19.2% vs 20%) IF offers are not prorated. Proration assumption: an oversubscribed offer is filled pro rata and the unfilled remainder waits for the next window.","liquidity match artifacts (CION Ares Diversified Credit Fund, four reference plans)",stressed scenario and scenario across the four plan match files,,,,2026-09-04,Tark computed-cells writer (as-of 2026-09-04),,computed
3.9,Product-to-plan liquidity match,"Structural liquidity verdict CONDITIONAL (typed facts, cells 3.1, 3.3, 2.7, plan-independent). Scenario verdicts (ILLUSTRATIVE, default sliders) by reference plan: Global management-consulting firm profit-sharing/401(k) plan (~$9.8B, NY): conditional-weak, US industrial manufacturer 401(k) plan (~$0.8B, OH): conditional, US casual-dining restaurant group 401(k) plan (~$1.6B, FL): conditional, US media/technology company 401(k) plan (~$570M, New York): conditional. STRUCTURAL GAP (narrowed): this plan is PARTIALLY participant-directed per its own Form 5500 codes (2H, no 2G/404(c) code filed). A trustee-directed sleeve could hold this wrapper directly (cell 3.5), and the daily-menu constraint applies only to the participant-directed portion, where the menu assumes daily liquidity whereas this wrapper deals quarterly with a 5% cap per quarter on outstanding shares. Per-plan reasons, capacity and stressed outcomes are in the liquidity match artifacts and on the Liquidity view.","liquidity match artifacts (CION Ares Diversified Credit Fund, four reference plans)","verdict, scenario verdict, missing facts and structural reasons across the four plan match files",,,,2026-09-04,Tark computed-cells writer (as-of 2026-09-04),,computed
4.1,Valuation policy & NAV frequency,"NAV determined DAILY (each NYSE trading day), per class, by the Adviser as Board-designated valuation designee under Rule 2a-5. All investments at fair value; market quotations validated; non-quoted assets fair-valued per the Valuation Designee's policy with Board oversight; third-party pricing/valuation services may assist. Valuation Designee reports to the Board no less than quarterly.","486BPOS filed 2026-04-29, CIK 1678124",Determination of Net Asset Value,The Board has designated the Adviser as the Fund's valuation designee for purposes of Rule 2a-5 under the 1940 Act. NAV per Share will be determined daily by the Adviser on each day the NYSE is open for trading,,0001104659-26-051754,2026-08-25,Claude Code (2026-08-25),,extracted-unverified
4.2,Fair-value hierarchy (L1/2/3),"12/31/2025 fair-value hierarchy (investments, $K): Level 1 $1,642 (0.02%), Level 2 $1,620,287 (21.2%), Level 3 $6,014,288 (78.8%), total $7,636,217. Level 3 concentrated in senior loans ($4,145,076), CLOs ($752,414), preferred equity ($355,974), private ABS ($237,188), subordinated loans ($208,238), common equity ($191,685). Derivatives mostly Level 2.","N-CSR filed 2026-03-06, CIK 1678124",Note 4 Fair Value of Financial Instruments — summary of inputs table,"Total investments 1,642 ... 1,620,287 ... 6,014,288 ... 7,636,217",,0001104659-26-024607,2026-08-25,Claude Code (2026-08-25),,extracted-unverified
4.3,Independent valuation agent,"No named independent valuation agent. The ADVISER ITSELF is the valuation designee (Rule 2a-5) subject to Board oversight; it 'may utilize independent third-party pricing and valuation services to assist' but no independent valuation firm is identified and use is permissive, not mandatory. CLO prices come from third-party pricing services checked against internal models.","N-CSR filed 2026-03-06, CIK 1678124",Note 2 Investment Transactions (valuation); Note 4,The Valuation Designee may utilize independent third-party pricing and valuation services to assist in the valuation of each portfolio investment without a readily available market quotation,,0001104659-26-024607,2026-08-25,Claude Code (2026-08-25),,partial
4.4,Methodology by asset type,"By asset type: quoted/observable assets — market quotations, dealer quotes, pricing services (L1/L2). Level 3 corporate credit: (i) enterprise-value analysis (EBITDA/revenue multiples from comparables, or DCF at WACC; used for equity, control debt, impairment testing; liquidation/wind-down if impaired) and (ii) yield analysis imputing price from expected market yield for similar risk (non-impaired, non-control debt). CLOs: third-party pricing-service models (discounted cash flows with prepayment/loss assumptions), checked against internal models. Private ABS: forecasted-cash-flow analysis then yield analysis for debt; discounted projected cash flows for equity. FX forwards from independent pricing service.","N-CSR filed 2026-03-06, CIK 1678124",Note 4 Fair Value of Financial Instruments,"The Fund's portfolio investments classified as Level 3 ... are typically valued using two different valuation techniques. The first valuation technique is an analysis of the enterprise value (""EV"") of the portfolio company ... The second valuation technique is a yield analysis",,0001104659-26-024607,2026-08-25,Claude Code (2026-08-25),,extracted-unverified
4.5,Auditor & opinion,"Auditor: Ernst & Young LLP (Big 4), auditor since 2016; unqualified opinion on the FY2025 consolidated financial statements and financial highlights for all periods since commencement of operations (1/26/2017). FY2025 audit fees $554,550. Audit included direct confirmation of securities owned with custodians/brokers. T1 CROSS-CHECK: the N-CEN structured dataset independently records the same auditor (PUB_ACCOUNTANT_NAME Ernst & Young) and IS_ACCT_OPINION_QUALIFIED=N for the period — structured filing data and extraction agree.","N-CSR filed 2026-03-06, CIK 1678124",Report of Independent Registered Public Accounting Firm; Item 4 Principal Accountant Fees and Services,"In our opinion, the financial statements present fairly, in all material respects, the consolidated financial position of the Fund at December 31, 2025 ... We have served as the Fund's auditor since 2016.",,0001104659-26-024607,2026-08-25,Claude Code (2026-08-25),,extracted-unverified
4.6,NAV restatement history,"N-CEN structured flag, latest period 31-DEC-2025 ONLY: IS_NAV_ERROR_CORRECTED=N. This is one period's self-report, not a restatement history - earlier periods require extraction. EXTRACTION CORROBORATION: no NAV restatement is disclosed anywhere in the FY2025 N-CSR, the 2026 486BPOS, or the June 2026 N-23C3A; E&Y's unqualified opinion covers the financial highlights for every period presented.",N-CEN 0001049169-26-000801 (structured dataset),REGISTRANT.IS_NAV_ERROR_CORRECTED,IS_NAV_ERROR_CORRECTED=N,,0001049169-26-000801,2026-08-25,"census pipeline (structured filing data, 2026-08-25)",,structured
4.7,Premium/discount check,"Premium/discount check structurally unavailable: no exchange listing and no secondary market, so there is no market price to compare against NAV; repurchases and sales occur at NAV. (Cross-check note: the wrapper removes the discount signal that a listed CEF would provide.)","N-23C3A filed 2026-06-05, CIK 1678124","Repurchase Offer, item 2",The shares of the Fund are not traded on any organized market or securities exchange.,,0001104659-26-070762,2026-08-25,Claude Code (2026-08-25),,n/a - documented-unavailable
