cell_id,element,value,source_doc,source_section,quote,local_file,date_pulled,extracted_by,verified_by,status
1.11,Track record & manager tenure,"Formed June 22, 2017 as a Maryland corporation; REIT election commencing with taxable year ended December 31, 2019; IPO commenced December 27, 2017 ($5.0B), follow-on offering June 2, 2021 ($10.0B), third offering August 10, 2022 ($18.0B), fourth offering commenced February 4, 2026 ($10.0B: $9.5B primary + $0.5B DRIP); net proceeds $14.3 billion raised as of March 20, 2026 - roughly 8 years of offering history at the FY2025 10-K. Externally managed by Starwood REIT Advisors, L.L.C. (the Advisor), an affiliate of Starwood Capital (founded 1991; has raised over $90 billion of capital; over $125 billion AUM as of December 31, 2025). MANAGEMENT CHANGE: Nora Creedon has served as CEO and President since July 2025 and director since November 2025 (previously Managing Director at Goldman Sachs; CEO/President of GS REIT) - i.e., the current CEO has under one year of tenure at the FY2025 10-K date. CFO/Treasurer Joseph Nieto; Chairman Barry S. Sternlicht (Starwood Capital founder; Chairman since formation in June 2017); Lead Independent Director James E. Walker (signature pages dated March 20, 2026).",Form 10-K FY2025 (filed 2026-03-20),Item 1 Business - General Description; Item 10 Directors and Executive Officers (bios); Signatures,Nora Creedon has served as our Chief Executive Officer and President since July 2025 and as a member of our board of directors since November 2025.,/private/tmp/claude-501/-Users-oscargladysz-Projects-fiduciary-demo/59a632f0-edb6-4876-bce2-9c7d537ea82e/scratchpad/coh_sreit_10_K_2026_03_20_ck0001711929_20251231.txt,2026-08-14,Claude Code (2026-08-14),,extracted-unverified
2.1,Management fee (rate AND base),"RATE AND BASE: annual management fee of (i) 1.25% of NAV per annum, payable monthly (computed before accruals for the management fee, stockholder servicing fee, performance participation or distributions), plus (ii) 1.25% per annum of aggregate DST Property consideration for FMV-Option DST Properties, plus 1.25% of the NAV of Operating Partnership units held by non-Company unitholders; payable in cash, shares or OP units at the Advisor's election (Advisor has elected shares every year). ACTIVE WAIVER: since May 2024 the Advisor waives 20% (effective 1% of NAV) until the repurchase plan is reinstated to 2%/5% caps. Incurred: $87.6M (FY2025), $105.4M (FY2024), $153.4M (FY2023); paid via 3,870,226 / 4,336,544 / 5,673,483 unregistered Class I shares respectively; H1-2026 incurred approximately $40.5M (10-Q).",Form 10-K FY2025 (filed 2026-03-20); Form 10-Q Q2-2026 (filed 2026-08-12) Note 10,Note 12 - Related Party Transactions (Management Fee); Item 5 Unregistered Sales; Part III Item 13 Management Fee,the Advisor is entitled to an annual management fee equal to (i) 1.25% of our NAV per annum payable monthly,/private/tmp/claude-501/-Users-oscargladysz-Projects-fiduciary-demo/59a632f0-edb6-4876-bce2-9c7d537ea82e/scratchpad/coh_sreit_10_K_2026_03_20_ck0001711929_20251231.txt,2026-08-14,Claude Code (2026-08-14),,extracted-unverified
2.2,Incentive fee terms,"Performance participation interest held by Starwood REIT Special Limited Partner, L.L.C. (wholly owned subsidiary of Starwood Capital Group Holdings): 12.5% of the Operating Partnership's annual total return (defined as distributions paid or accrued plus change in NAV) after other unitholders receive a 5% total return (after recouping any loss carryforward amount), with catch-up until the split is 12.5%/87.5%, then 12.5% thereafter; paid annually in cash or Class I OP units at the Special Limited Partner's election. LIVE MISS: no performance participation allocation recognized in 2023, 2024 or 2025 because the return hurdle was not achieved; performance participation accrual $0 at both December 31, 2025 and June 30, 2026 (NAV components tables).",Form 10-K FY2025 (filed 2026-03-20); Form 10-Q Q2-2026 (filed 2026-08-12) Note 10,Item 5 / Note 11 - performance participation interest; Components of NAV tables,after the other unit holders have received a total return of 5% ... we did not recognize a performance participation allocation as the return hurdle was not achieved,/private/tmp/claude-501/-Users-oscargladysz-Projects-fiduciary-demo/59a632f0-edb6-4876-bce2-9c7d537ea82e/scratchpad/coh_sreit_10_K_2026_03_20_ck0001711929_20251231.txt,2026-08-14,Claude Code (2026-08-14),,extracted-unverified
2.3,Total expense ratio & waivers,"Structural absence documented (searched 2026-08-15): no 1940-Act-style fee table or financial highlights exists; 'expense ratio' returns zero hits in both on-disk filings. Fee burden must be assembled from components: management fee 1.25% of NAV waived to 1% since May 2024 ($87.6M incurred FY2025 - cell 2.1); performance participation 12.5% over 5% hurdle, $0 recognized 2023-2025 (2.2); stockholder servicing fees 0.85%/0.85%/0.25% of NAV for T/S/D (2.6); upfront loads up to 3.5% (2.6); 5% early repurchase deduction (2.7); G&A $39.1M FY2025 (segment note). Only printed cost ratio: cost of raising equity capital approximately 0.8% of gross capital raised FY2025.",Form 10-K FY2025 (filed 2026-03-20); Form 10-Q Q2-2026 (filed 2026-08-12),Item 5 (equity-raise cost ratio); mechanical search of both stripped filings,the ratio of the cost of raising equity capital to the gross amount of equity capital raised was approximately 0.8%,/private/tmp/claude-501/-Users-oscargladysz-Projects-fiduciary-demo/59a632f0-edb6-4876-bce2-9c7d537ea82e/scratchpad/coh_sreit_10_K_2026_03_20_ck0001711929_20251231.txt,2026-08-14,Claude Code (2026-08-14),,n/a - not publicly available: no TER disclosure exists for a '34-Act non-traded REIT - zero hits for 'expense ratio' in the stripped FY2025 10-K and Q2-2026 10-Q; fee-burden components evidenced in 2.1/2.2/2.6/2.7
2.4,AFFE,"Not applicable - none exists: SREIT is a '34-Act 10-K filer (not a 1940-Act registered fund), so no 'Acquired Fund Fees and Expenses' line exists or can exist. Mechanical search of the stripped FY2025 10-K and Q2-2026 10-Q for 'Acquired Fund' returns zero hits in both (searched 2026-08-15). Direct fee structure disclosed instead: 1.25%-of-NAV management fee (waived to 1% since May 2024) and the 12.5%/5%-hurdle performance participation (2.1/2.2).",Form 10-K FY2025 (filed 2026-03-20); Form 10-Q Q2-2026 (filed 2026-08-12),Mechanical search of both stripped filings; Note 12 Related Party Transactions,the Advisor is entitled to an annual management fee equal to (i) 1.25% of our NAV per annum payable monthly,/private/tmp/claude-501/-Users-oscargladysz-Projects-fiduciary-demo/59a632f0-edb6-4876-bce2-9c7d537ea82e/scratchpad/coh_sreit_10_K_2026_03_20_ck0001711929_20251231.txt,2026-08-14,Claude Code (2026-08-14),,extracted-unverified
2.5,Underlying GP economics,"PARTIAL: SREIT owns real estate directly - no fund-of-funds layer, so no underlying GP fee/carry table exists. Printed second-layer affiliate economics: DST Manager (managed by senior members of Starwood Capital) receives from each DST a facilitation fee up to 1.25% of the equity investment in DST Interests plus a management fee up to 0.15% of total equity investment in DST Interests sold to third parties, plus reimbursements; affiliated property manager Highmark Residential earned $34.0M / $31.6M / $25.8M of expenses FY2025/FY2024/FY2023 (inside property operating expenses); fees paid to Advisor affiliates do not reduce the management fee. JV-partner promote acknowledged only qualitatively ('our joint venture partner may be entitled to property management fees, promote or other incentive fee payments' - risk factor); no JV promote rates printed.",Form 10-K FY2025 (filed 2026-03-20),Part III Item 13 - DST Program fees; Related party (Highmark Residential); Risk Factors (JV promote),the DST Manager generally will receive from each DST a facilitation fee in an amount up to 1.25% of the equity investment in the DST Interests,/private/tmp/claude-501/-Users-oscargladysz-Projects-fiduciary-demo/59a632f0-edb6-4876-bce2-9c7d537ea82e/scratchpad/coh_sreit_10_K_2026_03_20_ck0001711929_20251231.txt,2026-08-14,Claude Code (2026-08-14),,partial
2.6,Loads & servicing fees,"Item 5 share-class fee table (T | S | D | I): selling commissions and dealer manager fees (% of transaction price) up to 3.5% | up to 3.5% | up to 1.5% | none; stockholder servicing fee (% of NAV per annum) 0.85% | 0.85% | 0.25% | none. Class T detail: up to 3.0% upfront selling commission + 0.5% upfront dealer manager fee, sum capped at 3.5%; Class T servicing fee = 0.65% representative + 0.20% dealer components. Dealer Manager: Starwood Capital, L.L.C., a registered broker-dealer affiliated with the Advisor; for FY2025 it retained no upfront commissions, dealer manager or servicing fees (all reallowed to participating broker-dealers). GAAP-accrued stockholder servicing fees payable to the Dealer Manager: $224.3M at 12/31/2025 ($207.8M at 6/30/2026).",Form 10-K FY2025 (filed 2026-03-20); Form 10-Q Q2-2026 (filed 2026-08-12),Item 5 - share class selling commissions/servicing fee table and narrative; Note 12 (Dealer Manager),"The stockholder servicing fees equal to 0.85%, 0.85% and 0.25% per annum of the aggregate NAV of our outstanding Class T shares, Class S shares and Class D shares",/private/tmp/claude-501/-Users-oscargladysz-Projects-fiduciary-demo/59a632f0-edb6-4876-bce2-9c7d537ea82e/scratchpad/coh_sreit_10_K_2026_03_20_ck0001711929_20251231.txt,2026-08-14,Claude Code (2026-08-14),,extracted-unverified
2.7,Early repurchase fee,Early Repurchase Deduction ACTIVE: shares that have not been outstanding for at least one year are repurchased at 95% of the transaction price - a 5% deduction. The deduction is excluded from the repurchase-cap math ('excluding any early repurchase deduction'); the share repurchase plan provides waivers of the Early Repurchase Deduction on death or qualifying disability; repurchases from the Advisor of shares paid as management fee are not subject to the monthly/quarterly limitations or the Early Repurchase Deduction.,Form 10-K FY2025 (filed 2026-03-20),Item 5 - Share repurchase plan (pricing and early repurchase deduction),Shares that have not been outstanding for at least one year are repurchased at 95% of the transaction price,/private/tmp/claude-501/-Users-oscargladysz-Projects-fiduciary-demo/59a632f0-edb6-4876-bce2-9c7d537ea82e/scratchpad/coh_sreit_10_K_2026_03_20_ck0001711929_20251231.txt,2026-08-14,Claude Code (2026-08-14),,extracted-unverified
2.8,CIT fee schedule,Not a collective investment trust; SREIT is a non-traded REIT sold by prospectus. No CIT fee schedule exists.,n/a,n/a,,/private/tmp/claude-501/-Users-oscargladysz-Projects-fiduciary-demo/59a632f0-edb6-4876-bce2-9c7d537ea82e/scratchpad/coh_sreit_10_K_2026_03_20_ck0001711929_20251231.txt,2026-08-14,Claude Code (2026-08-14),,n/a - CIT only
2.9,Fee peer percentile,"Cohort placement (nontraded_reit, R4 phrasing): mgmt fee: at the cohort median of 1.25 (n=3 — too small for percentile language) | expense ratio (bases differ - see notes): fact unavailable for this member | repurchase cap: fact unavailable for this member. Stats + caveats in the cohort artifact.",data/cohorts/nontraded_reit.json,stats (R4 phrasing by tark_cohort),,data/cohorts/nontraded_reit.json,2026-08-14,Claude Code (2026-08-14),,computed
2.10,Value justification,"Workflow cell, not an extraction target: the value-for-fees justification is the committee's determination weighing the evidenced SREIT fee stack (1.25%-of-NAV management fee waived to 1% during the reduced-cap repurchase era in 2.1; 12.5%/5%-hurdle performance participation with $0 recognized 2023-2025 in 2.2; no TER in 2.3; 0.85%/0.25% servicing fees and up-to-3.5% loads in 2.6; 5% Early Repurchase Deduction in 2.7) against net performance (1.2: FY2025 Class I (2.4%), ITD 5.4%) and the October 2022 - 2026 repurchase-limit history (3.3). No public document can supply this cell.",n/a - plan-committee workflow output,n/a,,/private/tmp/claude-501/-Users-oscargladysz-Projects-fiduciary-demo/59a632f0-edb6-4876-bce2-9c7d537ea82e/scratchpad/coh_sreit_10_K_2026_03_20_ck0001711929_20251231.txt,2026-08-14,Claude Code (2026-08-14),,"n/a - not publicly available: requires the plan committee's own value-for-fees determination - workflow output, not public product data (inputs live in cells 2.1-2.7)"
3.1,Wrapper liquidity terms,"Monthly share repurchase plan with a three-step cap SHRINK and then closure: (a) from inception (plan first announced December 2017): 2% of aggregate NAV per month + 5% per calendar quarter (measured on prior month/quarter NAV attributable to stockholders); (b) amended May 23, 2024: 0.33% of NAV per month (from May 2024) and 1% per quarter (from July 1, 2024); (c) amended June 6, 2025: 0.5% of NAV per month (from June 2025) and 1.5% per quarter (from July 1, 2025); (d) amended April 29, 2026: only death/qualifying-disability requests (up to $5.0M/month) and accounts below $5,000 (up to $5.0M/month) - 'no repurchase requests will be accepted except in connection with (i) and (ii) above' (10-Q); the 10-Q MD&A states 'we suspended our share repurchase program'. Mechanism: repurchase at transaction price (generally prior month's NAV), less 5% early repurchase deduction if held <1 year; board may modify or suspend; not obligated to repurchase any shares.",Form 10-K FY2025 (filed 2026-03-20) Item 5; Form 10-Q Q2-2026 (filed 2026-08-12) Note 9 and Part II Item 2,Item 5 - Share repurchase plan (cap amendments); 10-Q share repurchase plan disclosure,"beginning with repurchases during the month of June 2025, we limit share repurchases to 0.5% of NAV per month ... we limit share repurchases to 1.5% of NAV per quarter",/private/tmp/claude-501/-Users-oscargladysz-Projects-fiduciary-demo/59a632f0-edb6-4876-bce2-9c7d537ea82e/scratchpad/coh_sreit_10_K_2026_03_20_ck0001711929_20251231.txt,2026-08-14,Claude Code (2026-08-14),,extracted-unverified
3.2,Repurchase mechanics,"Mechanics as printed: stockholders may request repurchase of all or any portion of shares monthly; company may repurchase all, some or none in its discretion. Price = transaction price on the applicable repurchase date (generally prior month's NAV), subject to any early repurchase deduction (95% of transaction price if held <1 year). Proration priority when repurchasing less than all: (1) death/qualifying-disability requests in full up to $5.0M/month (excess honored in date-of-death order, remainder pro rata), (2) requests that would leave an account below $2,500 in full, (3) all other shares pro rata. If the transaction price is not made available by the 10th business day before the last business day of the month (or is changed after), no requests are accepted that month and holders must resubmit. Funding: cash and cash equivalents, borrowings including lines of credit (10-K risk factors: lines of credit used 'to fund repurchases'), offering proceeds and asset-sale proceeds per the liquidity discussion. Exemptions differ by holder: repurchases from the Advisor of management-fee shares are made outside the plan and are NOT subject to the monthly/quarterly limitations or the Early Repurchase Deduction; repurchases from the Special Limited Partner of performance-participation shares are exempt from the Early Repurchase Deduction only - they remain subject to the monthly/quarterly limitations and receive no priority.",Form 10-K FY2025 (filed 2026-03-20),"Item 5 - Share repurchase plan (mechanics, priority, transaction-price rule)","Shares are repurchased at a price equal to the transaction price on the applicable repurchase date, subject to any early repurchase deduction",/private/tmp/claude-501/-Users-oscargladysz-Projects-fiduciary-demo/59a632f0-edb6-4876-bce2-9c7d537ea82e/scratchpad/coh_sreit_10_K_2026_03_20_ck0001711929_20251231.txt,2026-08-14,Claude Code (2026-08-14),,extracted-unverified
3.3,Repurchase history,"THE GATING STORY, quantified from the filings: repurchase requests have consistently exceeded plan limits since October 2022 (issuer's own words, repeated in 10-K, 10-Q and 424B3). Cash-flow statement 'Repurchases of common stock' ($000s): FY2023 2,611,115 -> FY2024 1,065,841 -> FY2025 472,943 - shrinking exits as caps tightened (2%/5% -> 0.33%/1% May 2024 -> 0.5%/1.5% June 2025). Q4-2025 PRORATION as disclosed: requests exceeded limits in each of October, November, December 2025; all honored pro rata up to the caps, with approximately 4% of each stockholder's monthly repurchase request satisfied (shares repurchased: Oct 2,000,774 @ $20.65; Nov 1,978,666 @ $20.49; Dec 2,504,077 @ $20.31, incl. 525,947 Advisor shares outside the plan). FY2026 state: April 29, 2026 amendment closed the plan except death/disability and sub-$5,000 accounts ($5.0M/month each); 10-Q: 'we suspended our share repurchase program to preserve liquidity'; April/May/June 2026 accepted ~$4.8M/$2.3M/$2.5M - all requests in the two remaining eligible categories; H1-2026 total ~9.3M shares / ~$185.5M. Post-quarter offset: August 3, 2026 $1.02B Apollo strategic partnership (41.5% JV interest in ~120 affordable housing properties at NAV) to repay the revolver drawn to fund repurchases.",Form 10-K FY2025 (filed 2026-03-20) Item 5 and cash-flow statement; Form 10-Q Q2-2026 (filed 2026-08-12) Part II Item 2 and Recent Developments; 424B3 Supplement No. 7 (dated 2026-08-14),Item 5 - Q4-2025 repurchase table and footnotes; 10-Q Q2-2026 repurchase table and MD&A Recent Developments,"Since October 2022, repurchase requests have consistently exceeded the applicable monthly and/or quarterly limits ... approximately 4% of each stockholder's October 2025 repurchase request was satisfied",/private/tmp/claude-501/-Users-oscargladysz-Projects-fiduciary-demo/59a632f0-edb6-4876-bce2-9c7d537ea82e/scratchpad/coh_sreit_10_K_2026_03_20_ck0001711929_20251231.txt,2026-08-14,Claude Code (2026-08-14),,extracted-unverified
3.4,Portfolio liquidity profile,"December 31, 2025 available liquidity $527.8M: cash and cash equivalents $200,806K + available borrowings on undrawn unsecured line of credit $177,000K + undrawn senior secured revolving credit facility $150,000K - against NAV $8.25B and debt obligations $11.75B. June 30, 2026 update: total available liquidity $293.8M ($207.3M cash + $0 unsecured LOC + $86.5M revolver); approximately $1.7B of indebtedness ($1.5B mortgages + $0.2B secured credit facilities) coming due within 12 months of the 10-Q; management plans strategic capital transactions and refinancings. Post-quarter: Apollo $1.02B JV proceeds (Aug 3, 2026) used to repay in full and retire the senior secured revolver and partially repay/refinance the unsecured line of credit; five-year revolver extension completed; ~$6.5B of property-level mortgage debt refinanced since the beginning of 2025. Portfolio is direct, illiquid real estate; FY2025 dispositions generated only ~$0.3B net proceeds ('broad asset sales were not the appropriate path to rebuilding liquidity' - 10-Q).",Form 10-K FY2025 (filed 2026-03-20) MD&A Liquidity and Capital Resources; Form 10-Q Q2-2026 (filed 2026-08-12) Note 6 and MD&A,MD&A - Liquidity and Capital Resources (available liquidity tables); 10-Q debt-maturity discussion,"Total available liquidity and capital resources | | $ | 527,806",/private/tmp/claude-501/-Users-oscargladysz-Projects-fiduciary-demo/59a632f0-edb6-4876-bce2-9c7d537ea82e/scratchpad/coh_sreit_10_K_2026_03_20_ck0001711929_20251231.txt,2026-08-14,Claude Code (2026-08-14),,extracted-unverified
3.5,TDF/CIT liquidity sleeve,"No TDF/CIT wrapper exists for this product; liquidity-sleeve design is a plan-vehicle question, not an SREIT disclosure.",n/a,n/a,,/private/tmp/claude-501/-Users-oscargladysz-Projects-fiduciary-demo/59a632f0-edb6-4876-bce2-9c7d537ea82e/scratchpad/coh_sreit_10_K_2026_03_20_ck0001711929_20251231.txt,2026-08-14,Claude Code (2026-08-14),,n/a - CIT only
3.6,Fund leverage & facilities,"Target leverage ratio 50% to 65% (property-level and entity-level debt net of cash and loan-related restricted cash, over gross real estate assets at greater of FMV or cost plus RE-debt/securities equity, including DST Property values); charter limit: no indebtedness for money borrowed exceeding 300% of the cost of net assets (approximates 75% of cost of investments) absent override. Debt stack at 12/31/2025 (NAV components: debt obligations $11,753,302K + secured financings on RE debt $550,951K): fixed-rate mortgages $3,167,322K @ 3.41% wtd avg (wtd avg maturity Jan 2031); floating-rate mortgages $8,690,438K @ benchmark+1.91% (March 2029); variable-rate secured credit facility $161,140K @ B+2.25% (March 2026); senior secured revolver $150,000K capacity, undrawn @ B+2.50% (Jan 2027). Hedging: interest-rate caps and swaps aggregate notional $8.7B at 12/31/2025. The actual point-in-time leverage-ratio percentage is not printed in the on-disk 10-K.",Form 10-K FY2025 (filed 2026-03-20),Item 1 Business - Financing Strategy (target and charter limits); MD&A indebtedness summary table,our target leverage ratio is 50% to 65% ... we may not incur indebtedness for money borrowed in an amount exceeding 300% of the cost of our net assets,/private/tmp/claude-501/-Users-oscargladysz-Projects-fiduciary-demo/59a632f0-edb6-4876-bce2-9c7d537ea82e/scratchpad/coh_sreit_10_K_2026_03_20_ck0001711929_20251231.txt,2026-08-14,Claude Code (2026-08-14),,extracted-unverified
3.7,Plan participant liquidity demand,"Structural: SREIT filings disclose fund-side liquidity only (3.1/3.3/3.4). Participant-level demand (separated-with-balance counts, payout elections) is plan data outside any SREIT document.",n/a - plan-engagement workflow,n/a,,/private/tmp/claude-501/-Users-oscargladysz-Projects-fiduciary-demo/59a632f0-edb6-4876-bce2-9c7d537ea82e/scratchpad/coh_sreit_10_K_2026_03_20_ck0001711929_20251231.txt,2026-08-14,Claude Code (2026-08-14),,"n/a - plan-side workflow: participant liquidity demand comes from a specific plan's Form 5500/recordkeeper census, resolved per plan engagement, not from product filings"
